FECHA,HORA,TEMPERATURA (degree C),PRECIPITACION (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (degree),VELOCIDAD DEL VIENTO (m/s)
27/02/2021,21:00,23.4,0.2,87,118,0.8
27/02/2021,22:00,23.2,1,96,298,1
27/02/2021,23:00,23.1,0,98,30,0.5
28/02/2021,00:00,23.1,0,100,296,0.6
28/02/2021,01:00,23.1,0,100,1,S/D
28/02/2021,02:00,22.9,0,100,1,S/D
28/02/2021,03:00,22.8,0,100,62,0.8
28/02/2021,04:00,23,0,100,1,S/D
28/02/2021,05:00,22.9,0,99,182,1
28/02/2021,06:00,21.6,0.1,97,96,0.9
28/02/2021,07:00,21.3,0,100,129,0.6
28/02/2021,08:00,21.8,0,96,162,0.7
28/02/2021,09:00,23.5,0,84,179,0.6
28/02/2021,10:00,25.5,0,77,8,0.6
28/02/2021,11:00,27.4,0,68,188,0.8
28/02/2021,12:00,29.3,0,61,174,1.6
28/02/2021,13:00,31,0,54,180,1.8
28/02/2021,14:00,32,0,49,190,2.1
28/02/2021,15:00,30.6,0,52,211,3.1
28/02/2021,16:00,29.3,0,54,211,4.9
28/02/2021,17:00,28.2,0,55,206,4.1
28/02/2021,18:00,27.3,0,58,154,1.5
28/02/2021,19:00,26.6,0,64,47,1.6
28/02/2021,20:00,25.9,0,75,145,0.8
28/02/2021,21:00,25,0,80,132,0.3
28/02/2021,22:00,24.1,0,78,161,1
28/02/2021,23:00,24.4,0,71,126,1
01/03/2021,00:00,23.8,0,74,129,1.2
01/03/2021,01:00,24.1,0,71,169,1.1
01/03/2021,02:00,24,0,72,106,2.1
01/03/2021,03:00,22.9,0,80,1,S/D
01/03/2021,04:00,23,0,83,125,1
01/03/2021,05:00,22.3,0.4,89,70,1.4
01/03/2021,06:00,21.6,0.2,98,65,0.8
01/03/2021,07:00,22,0.1,100,1,S/D
01/03/2021,08:00,22.8,0.2,99,214,0.6
01/03/2021,09:00,24.4,0,94,186,1
01/03/2021,10:00,24.7,0,85,184,2.1
01/03/2021,11:00,25.2,0,79,192,2.6
01/03/2021,12:00,26.2,0,72,182,1.9
01/03/2021,13:00,27.9,0,66,170,1.3
01/03/2021,14:00,28.7,0,61,162,1.2
01/03/2021,15:00,29,0,60,193,1.9
01/03/2021,16:00,28.7,0,60,200,3
01/03/2021,17:00,28.6,0,61,200,3.5
01/03/2021,18:00,27.9,0,63,203,3.8
01/03/2021,19:00,26.7,0,65,154,3.2
01/03/2021,20:00,25.9,0,65,184,3.3
01/03/2021,21:00,25.8,0,65,195,3
01/03/2021,22:00,25.7,0,65,152,1.5
01/03/2021,23:00,25.1,0,69,165,0.9
02/03/2021,00:00,24.3,0,74,108,0.9
02/03/2021,01:00,23.9,0,77,90,0.9
02/03/2021,02:00,23.9,0,78,96,0.9
02/03/2021,03:00,23.9,0,81,172,0.7
02/03/2021,04:00,23.5,0,84,128,1.1
02/03/2021,05:00,23.5,0,82,117,0.9
02/03/2021,06:00,23.3,0,84,91,0.6
02/03/2021,07:00,23.1,0,84,1,S/D
02/03/2021,08:00,24,0,83,153,0.8
02/03/2021,09:00,27,0,71,75,0.6
02/03/2021,10:00,29.7,0,60,79,1.1
02/03/2021,11:00,31.2,S/D,S/D,S/D,S/D
02/03/2021,12:00,32,0,52,266,2
02/03/2021,13:00,33.6,0,46,208,0.8
02/03/2021,14:00,33.1,0,46,202,4.7
02/03/2021,15:00,33,0,48,200,5.6
02/03/2021,16:00,31.8,0,50,214,5
02/03/2021,17:00,30.9,0,52,206,5.8
02/03/2021,18:00,28.8,0,58,208,6
02/03/2021,19:00,28.1,0,60,148,2.5
02/03/2021,20:00,27,0,69,135,1.7
02/03/2021,21:00,25.8,0.7,73,75,1.9
02/03/2021,22:00,25.1,0,82,117,1
02/03/2021,23:00,25.3,0,86,75,2.1
03/03/2021,00:00,25,0,83,67,1.3
03/03/2021,01:00,24.9,0,85,305,0.7
03/03/2021,02:00,24.6,0,92,1,S/D
03/03/2021,03:00,24.4,0,78,165,0.7
03/03/2021,04:00,24,0,78,155,1.5
03/03/2021,05:00,23.7,0,78,149,1.1
03/03/2021,06:00,23.6,0,80,134,1.3
03/03/2021,07:00,23.1,0,86,134,0.6
03/03/2021,08:00,23.7,0,85,1,S/D
03/03/2021,09:00,25.1,0,85,141,0.7
03/03/2021,10:00,26.7,0,76,20,0.5
03/03/2021,11:00,28.6,0,68,330,1.5
03/03/2021,12:00,30.2,0,59,317,1.5
03/03/2021,13:00,31.9,0,53,298,1.5
03/03/2021,14:00,33.3,0,47,168,2.1
03/03/2021,15:00,33.9,0,44,186,3.4
03/03/2021,16:00,32.8,0,47,202,4.4
03/03/2021,17:00,30.5,0,51,208,7.4
03/03/2021,18:00,29.1,0,55,212,6
03/03/2021,19:00,28.3,0,56,206,5.9
03/03/2021,20:00,27.8,0,56,198,4.3
03/03/2021,21:00,26.9,0,60,168,2.3
03/03/2021,22:00,26,0,66,185,2
03/03/2021,23:00,25.4,0,69,166,1.1
04/03/2021,00:00,25.3,0,69,91,0.8
04/03/2021,01:00,24.8,0,72,134,0.6
04/03/2021,02:00,24.9,0,76,291,2.7
04/03/2021,03:00,23.9,0.4,85,295,1.9
04/03/2021,04:00,22.7,1,96,137,1.4
04/03/2021,05:00,22.1,0.1,100,104,1.2
04/03/2021,06:00,22.1,0,100,118,1.1
04/03/2021,07:00,21.9,0,100,121,0.8
04/03/2021,08:00,24.4,0,93,80,0.8
04/03/2021,09:00,26.5,0,77,4,0.7
04/03/2021,10:00,28,0,70,184,1.2
04/03/2021,11:00,29.5,0,63,204,1.7
04/03/2021,12:00,30.6,0,56,180,2.7
04/03/2021,13:00,30.1,0,57,202,3.6
04/03/2021,14:00,29.3,0,61,189,2.7
04/03/2021,15:00,27.9,0,69,193,3.9
04/03/2021,16:00,26.8,0,72,196,2.7
04/03/2021,17:00,26,0,74,160,0.5
04/03/2021,18:00,24.3,0,88,62,3.5
04/03/2021,19:00,23.3,0,99,353,1
04/03/2021,20:00,23.1,0,96,42,2.3
04/03/2021,21:00,22.7,0.6,100,59,2.4
04/03/2021,22:00,22.3,0.3,100,53,1.5
04/03/2021,23:00,22.2,0.1,100,40,0.6
05/03/2021,00:00,22.3,0,100,311,0.6
05/03/2021,01:00,22.6,0,100,50,0.8
05/03/2021,02:00,22.5,0,100,90,0.7
05/03/2021,03:00,22.5,0.1,100,82,0.9
05/03/2021,04:00,22.4,0.9,100,68,0.9
05/03/2021,05:00,22.3,1.6,100,69,0.6
05/03/2021,06:00,22.2,0.1,100,74,0.6
05/03/2021,07:00,22.2,0,100,111,0.8
05/03/2021,08:00,22.9,0.1,99,1,S/D
05/03/2021,09:00,24.9,0,90,89,0.5
05/03/2021,10:00,26.3,0.1,83,310,1.8
05/03/2021,11:00,28,0,75,351,1.7
05/03/2021,12:00,29.7,0,68,199,0.6
05/03/2021,13:00,31.1,0,59,195,3.1
05/03/2021,14:00,31.7,0,56,193,4.4
05/03/2021,15:00,29.8,0,64,207,6.1
05/03/2021,16:00,28.3,0,67,203,5.7
05/03/2021,17:00,27.2,0,68,209,5.6
05/03/2021,18:00,25.8,0,75,169,1.7
05/03/2021,19:00,24.5,0.1,86,38,1.4
05/03/2021,20:00,22.9,1.1,98,65,1.4
05/03/2021,21:00,22.6,2.4,100,101,1.2
05/03/2021,22:00,22.4,0.7,100,140,1.1
05/03/2021,23:00,22.3,1.8,100,280,0.6
06/03/2021,00:00,22.2,1.6,100,267,0.7
06/03/2021,01:00,22.3,0.1,100,156,0.7
06/03/2021,02:00,22.3,0.2,100,1,S/D
06/03/2021,03:00,22.3,0.2,100,100,0.6
06/03/2021,04:00,22,0,100,165,0.6
06/03/2021,05:00,22,0,100,297,0.7
06/03/2021,06:00,21.6,0.1,100,80,1.6
06/03/2021,07:00,21.8,0,100,134,0.9
06/03/2021,08:00,23.1,0,100,92,1.1
06/03/2021,09:00,25.8,0,87,318,1
06/03/2021,10:00,27.3,0,75,295,1.2
06/03/2021,11:00,28.8,0,65,28,1
06/03/2021,12:00,30.7,0,59,126,1.3
06/03/2021,13:00,31.6,0,53,202,1
06/03/2021,14:00,31.6,0,55,303,2.3
06/03/2021,15:00,30.6,0,58,202,4.7
06/03/2021,16:00,28.8,0,59,209,4.6
06/03/2021,17:00,28.4,0,60,211,3.8
06/03/2021,18:00,28.1,0,61,205,2.9
06/03/2021,19:00,27.1,0,64,190,4.5
06/03/2021,20:00,25.6,0,71,158,2.5
06/03/2021,21:00,24.5,0,77,182,3
06/03/2021,22:00,23.9,0,79,142,1.3
06/03/2021,23:00,23.9,0,78,165,1.9
07/03/2021,00:00,23.8,0,79,182,1.7
07/03/2021,01:00,23.2,0,83,128,1
07/03/2021,02:00,22.2,0,93,129,1
07/03/2021,03:00,22.3,0,94,137,1.2
07/03/2021,04:00,22.2,0,97,188,1.4
07/03/2021,05:00,22.5,0,93,194,0.7
07/03/2021,06:00,22.2,0,93,162,1.1
07/03/2021,07:00,21.7,0,97,95,0.7
07/03/2021,08:00,23.2,0,93,320,0.7
07/03/2021,09:00,26.5,0,77,180,1
07/03/2021,10:00,28,0,69,146,1
07/03/2021,11:00,29.7,0,61,186,1
07/03/2021,12:00,31.2,0,55,187,2.4
07/03/2021,13:00,31.9,0,54,201,2.2
07/03/2021,14:00,31.5,0,56,198,3.8
07/03/2021,15:00,29.7,0,61,200,4.9
07/03/2021,16:00,28.5,0,64,196,5.8
07/03/2021,17:00,27.5,0,65,196,5.3
07/03/2021,18:00,27,0,65,195,3.9
07/03/2021,19:00,26.4,0,67,165,2.3
07/03/2021,20:00,26.1,0,70,221,0.9
07/03/2021,21:00,25.7,0,75,273,1.5
07/03/2021,22:00,24.3,1.2,88,116,1.3
07/03/2021,23:00,23.1,0.8,100,103,0.5
08/03/2021,00:00,23.1,0.2,100,226,0.6
08/03/2021,01:00,23,0.1,100,133,0.5
08/03/2021,02:00,22.9,0,100,281,1.1
08/03/2021,03:00,22.8,0,100,1,S/D
08/03/2021,04:00,22.4,0,100,169,0.8
08/03/2021,05:00,22,0,100,132,0.5
08/03/2021,06:00,22,0,100,133,0.5
08/03/2021,07:00,22.1,0,100,1,S/D
08/03/2021,08:00,23,0,100,281,1.6
08/03/2021,09:00,24.3,0,98,287,2
08/03/2021,10:00,26.2,0,87,299,2.5
08/03/2021,11:00,28.3,0,76,307,1.9
08/03/2021,12:00,30.1,0,66,286,1.6
08/03/2021,13:00,30.2,0,63,301,1.8
08/03/2021,14:00,30,0,64,295,2.1
08/03/2021,15:00,28.8,0,70,153,1.8
08/03/2021,16:00,26.4,1.2,82,196,3.3
08/03/2021,17:00,24.1,0.7,97,158,2.6
08/03/2021,18:00,23.4,1,98,157,2.6
08/03/2021,19:00,22.8,4.1,99,216,1.8
08/03/2021,20:00,22.4,5.7,100,338,0.5
08/03/2021,21:00,22.3,2.9,100,280,0.7
08/03/2021,22:00,22.4,0.7,100,1,S/D
08/03/2021,23:00,22.6,0.1,100,27,0.5
09/03/2021,00:00,22.6,0.6,100,110,1
09/03/2021,01:00,22.7,0.7,100,116,0.5
09/03/2021,02:00,22.6,0.4,100,1,S/D
09/03/2021,03:00,22.4,0,100,300,1.5
09/03/2021,04:00,22.3,0,100,307,1.8
09/03/2021,05:00,22.2,0,100,313,1.1
09/03/2021,06:00,22.3,0,100,158,0.7
09/03/2021,07:00,22.3,0,100,76,0.6
09/03/2021,08:00,23,0.1,99,157,0.8
09/03/2021,09:00,24.3,0,92,171,0.9
09/03/2021,10:00,25.2,0,87,180,1.5
09/03/2021,11:00,25.9,0,82,189,2.5
09/03/2021,12:00,26.6,0,80,194,2.8
09/03/2021,13:00,26.4,0,82,198,1.6
09/03/2021,14:00,26.5,0,79,257,1.3
09/03/2021,15:00,25.9,0.1,85,179,1.3
09/03/2021,16:00,26.3,0,80,290,1.3
09/03/2021,17:00,26.2,0,83,355,0.5
09/03/2021,18:00,25.6,0,86,130,2.2
09/03/2021,19:00,24.4,0,93,147,1.7
09/03/2021,20:00,23.9,0,97,175,1.2
09/03/2021,21:00,22.9,0.5,100,213,1.1
09/03/2021,22:00,22.7,0.8,100,217,0.7
09/03/2021,23:00,22.6,0.4,100,356,0.8
10/03/2021,00:00,22.4,1.7,100,1,S/D
10/03/2021,01:00,22.2,1.9,100,271,0.6
10/03/2021,02:00,22.1,0.7,100,1,S/D
10/03/2021,03:00,22.1,0.2,100,1,S/D
10/03/2021,04:00,22.2,0.5,100,1,S/D
10/03/2021,05:00,22.3,0.3,100,142,1
10/03/2021,06:00,22.2,0.4,100,1,S/D
10/03/2021,07:00,22.2,0,100,1,S/D
10/03/2021,08:00,22.4,0,100,123,0.8
10/03/2021,09:00,24.5,0,95,76,1
10/03/2021,10:00,27,0,79,330,1.1
10/03/2021,11:00,28.9,0,70,294,1.3
10/03/2021,12:00,30.2,0,63,305,1.2
10/03/2021,13:00,29,0.1,68,194,4.2
10/03/2021,14:00,23.2,28.7,95,22,1.8
10/03/2021,15:00,23.3,2.8,100,33,1.4
10/03/2021,16:00,25.5,0,98,58,1.1
10/03/2021,17:00,26,0,88,88,0.8
10/03/2021,18:00,25.6,0,90,156,1.1
10/03/2021,19:00,24.6,0,91,119,1.8
10/03/2021,20:00,24.3,0,92,203,0.4
10/03/2021,21:00,24.1,0,96,286,0.7
10/03/2021,22:00,23.9,0,95,295,2
10/03/2021,23:00,24,0,93,208,1.6
11/03/2021,00:00,23.5,0,93,181,1
11/03/2021,01:00,22.9,0,95,206,0.6
11/03/2021,02:00,22.7,0,98,189,0.8
11/03/2021,03:00,22.6,0,97,108,0.7
11/03/2021,04:00,22.3,0,100,108,1.3
11/03/2021,05:00,21.8,0,100,99,0.6
11/03/2021,06:00,21.3,0,100,1,S/D
11/03/2021,07:00,21.1,0,100,84,0.7
11/03/2021,08:00,22.2,0,100,123,0.5
11/03/2021,09:00,25.4,0,87,77,0.7
11/03/2021,10:00,27.5,0,75,269,0.9
11/03/2021,11:00,29.1,0,66,315,1.2
11/03/2021,12:00,30.7,0,61,124,1.9
11/03/2021,13:00,31.4,0,59,183,1.8
11/03/2021,14:00,31.3,0,57,205,3.5
11/03/2021,15:00,27.9,0.2,71,265,3.7
11/03/2021,16:00,27.9,0,73,205,5.5
11/03/2021,17:00,28.5,0.1,65,203,5.9
11/03/2021,18:00,27.3,0,67,204,5.2
11/03/2021,19:00,26.7,0,68,194,4.1
11/03/2021,20:00,25.8,0,72,148,2.7
11/03/2021,21:00,24.9,0,79,145,2.2
11/03/2021,22:00,24.2,0,82,176,2.4
11/03/2021,23:00,23.4,0,85,137,1.8
12/03/2021,00:00,22.4,0,91,62,0.7
12/03/2021,01:00,21.5,0,99,120,0.7
12/03/2021,02:00,21.4,0,99,178,1.5
12/03/2021,03:00,21.7,0,96,174,0.8
12/03/2021,04:00,21.6,0,96,136,0.5
12/03/2021,05:00,21.3,0,100,1,S/D
12/03/2021,06:00,20.6,0,100,92,0.8
12/03/2021,07:00,20.3,0,100,109,0.9
12/03/2021,08:00,22.5,0,97,1,S/D
12/03/2021,09:00,24,0,89,1,S/D
12/03/2021,10:00,26.1,0,79,197,0.6
12/03/2021,11:00,28.9,0,67,336,1.3
12/03/2021,12:00,29.7,0,63,167,0.5
12/03/2021,13:00,31.5,0,56,305,2.3
12/03/2021,14:00,31.9,0,55,298,2.1
12/03/2021,15:00,32.5,0,52,270,2.4
12/03/2021,16:00,31.9,0,52,200,5.4
12/03/2021,17:00,30.6,0,52,200,5.7
12/03/2021,18:00,28.6,0,58,194,5.3
12/03/2021,19:00,27.5,0,60,188,3.3
12/03/2021,20:00,25.5,0,71,167,2.1
12/03/2021,21:00,25.1,0,75,194,3.5
12/03/2021,22:00,24.3,0,78,181,3.1
12/03/2021,23:00,23.8,0,80,160,2.1
13/03/2021,00:00,23.3,0,83,194,2.9
13/03/2021,01:00,23.2,0,82,194,2.3
13/03/2021,02:00,22.7,0,85,189,0.9
13/03/2021,03:00,22.3,0,89,226,1.6
13/03/2021,04:00,22.1,0,86,161,0.9
13/03/2021,05:00,20.6,0,94,94,1
13/03/2021,06:00,20.3,0,100,174,1.3
13/03/2021,07:00,20.5,0,100,146,1.1
13/03/2021,08:00,22.9,0,91,297,0.5
13/03/2021,09:00,25.6,0,79,180,0.5
13/03/2021,10:00,27.6,0,69,302,1.1
13/03/2021,11:00,28.4,0,66,182,2
13/03/2021,12:00,29.8,0,60,187,2
13/03/2021,13:00,31.2,0,55,190,1.6
13/03/2021,14:00,31,0,55,200,2.9
13/03/2021,15:00,30.6,0,56,211,5.1
13/03/2021,16:00,30,0,56,200,5.5
13/03/2021,17:00,28.4,0,58,203,5.7
13/03/2021,18:00,27.4,0,58,207,4.9
13/03/2021,19:00,26.5,0,61,196,3.6
13/03/2021,20:00,25.7,0,68,180,2.7
13/03/2021,21:00,24.8,0,72,174,2.7
13/03/2021,22:00,24.3,0,74,186,2.3
13/03/2021,23:00,24.2,0,75,108,1.7
14/03/2021,00:00,23.6,0,80,188,1.5
14/03/2021,01:00,23.2,0,83,181,1.7
14/03/2021,02:00,23,0,82,183,1.6
14/03/2021,03:00,22.9,0,83,185,2
14/03/2021,04:00,22.1,0,85,119,0.7
14/03/2021,05:00,20.7,0,95,132,0.6
14/03/2021,06:00,20.2,0,99,126,0.6
14/03/2021,07:00,20,0,100,99,0.8
14/03/2021,08:00,22.2,0,95,1,S/D
14/03/2021,09:00,25.6,0,78,357,0.6
14/03/2021,10:00,27.7,0,67,314,1.4
14/03/2021,11:00,29.6,0,59,285,1.5
14/03/2021,12:00,31.2,0,54,193,2.3
14/03/2021,13:00,31.9,0,52,210,1.6
14/03/2021,14:00,31.7,0,53,196,3.8
14/03/2021,15:00,31.6,0,52,196,4.4
14/03/2021,16:00,31.1,0,51,210,6.3
14/03/2021,17:00,29.8,0,53,204,6.5
14/03/2021,18:00,28.8,0,56,195,5.7
14/03/2021,19:00,27.3,0,58,197,5.1
14/03/2021,20:00,25.7,0,63,181,3.5
14/03/2021,21:00,24.6,0,69,178,2.9
14/03/2021,22:00,24,0,74,182,2.4
14/03/2021,23:00,23.5,0,76,195,2.9
15/03/2021,00:00,23.6,0,75,176,1.4
15/03/2021,01:00,22.6,0,81,161,0.8
15/03/2021,02:00,21.4,0,91,116,0.6
15/03/2021,03:00,21.2,0,94,109,1.1
15/03/2021,04:00,20.9,0,97,281,0.7
15/03/2021,05:00,20.6,0,99,58,0.9
15/03/2021,06:00,20.9,0,100,82,0.8
15/03/2021,07:00,21.1,0,100,82,0.6
15/03/2021,08:00,23.1,0,92,163,0.6
15/03/2021,09:00,25,0,79,217,0.7
15/03/2021,10:00,26.8,0,70,83,0.6
15/03/2021,11:00,28.2,0,62,188,1.3
15/03/2021,12:00,29.3,0,58,276,1.2
15/03/2021,13:00,29.8,0,57,271,0.9
15/03/2021,14:00,29.7,0,56,211,1
15/03/2021,15:00,29.3,0,58,220,1.8
15/03/2021,16:00,27.8,0,58,214,3.5
15/03/2021,17:00,27.7,0,59,211,2.7
15/03/2021,18:00,27.4,0,59,209,1
15/03/2021,19:00,26.8,0,61,201,1.4
15/03/2021,20:00,24.7,0,78,68,1.5
15/03/2021,21:00,24,0,90,255,1
15/03/2021,22:00,23.6,0.6,95,63,1.1
15/03/2021,23:00,22.8,1,100,2,0.9
16/03/2021,00:00,22,1.4,100,203,0.5
16/03/2021,01:00,22,0.6,100,1,S/D
16/03/2021,02:00,22,0.6,100,141,0.5
16/03/2021,03:00,21.9,0.3,100,1,S/D
16/03/2021,04:00,21.9,0.2,100,1,S/D
16/03/2021,05:00,21.9,0,100,89,0.7
16/03/2021,06:00,21.9,0,100,80,0.6
16/03/2021,07:00,21.9,0,100,1,S/D
16/03/2021,08:00,22.8,0.1,100,1,S/D
16/03/2021,09:00,25.2,0,89,323,0.7
16/03/2021,10:00,27,0,77,320,0.8
16/03/2021,11:00,28.8,0,65,294,1.1
16/03/2021,12:00,29.4,0,59,347,1.1
16/03/2021,13:00,31,0,53,141,1.8
16/03/2021,14:00,30.5,0,54,80,0.5
16/03/2021,15:00,31.3,0,52,119,1.1
16/03/2021,16:00,30.5,0,57,204,4
16/03/2021,17:00,29.1,0,60,204,4.9
16/03/2021,18:00,27.8,0,61,205,3.9
16/03/2021,19:00,27.1,0,62,200,3.2
16/03/2021,20:00,26.1,0,67,158,2.1
16/03/2021,21:00,24.5,0,75,153,1.8
16/03/2021,22:00,24.3,0,77,194,2.8
16/03/2021,23:00,24.3,0,75,120,1
17/03/2021,00:00,23.7,0,80,176,1.6
17/03/2021,01:00,23.6,0,80,193,1.8
17/03/2021,02:00,22.6,0,86,160,0.8
17/03/2021,03:00,22,0,91,189,1.1
17/03/2021,04:00,21.7,0,91,95,0.7
17/03/2021,05:00,20.8,0,99,114,0.7
17/03/2021,06:00,20.6,0,100,52,0.6
17/03/2021,07:00,20.5,0,100,83,1
17/03/2021,08:00,23.7,0,93,80,0.6
17/03/2021,09:00,26.3,0,77,321,1.2
17/03/2021,10:00,27.2,0,72,296,1.3
17/03/2021,11:00,29,0,67,301,1.5
17/03/2021,12:00,30.1,0,59,200,1.5
17/03/2021,13:00,31,0,58,275,0.6
17/03/2021,14:00,30.4,0,59,283,1
17/03/2021,15:00,30.2,0,57,201,5.7
17/03/2021,16:00,29.7,0,57,205,4.6
17/03/2021,17:00,28,0,60,197,5
17/03/2021,18:00,26.4,0,65,187,4.4
17/03/2021,19:00,24.7,0,76,176,2.8
17/03/2021,20:00,24.1,0,81,173,2.5
17/03/2021,21:00,23.7,0,82,191,3.1
17/03/2021,22:00,23.9,0,80,188,2.9
17/03/2021,23:00,23.5,0,82,184,1.8
18/03/2021,00:00,22.4,0,88,179,1.5
18/03/2021,01:00,21.6,0,93,125,0.9
18/03/2021,02:00,21.2,0,97,97,1.6
18/03/2021,03:00,20.7,0,99,96,1.2
18/03/2021,04:00,20.3,0,100,115,0.9
18/03/2021,05:00,20,0,100,164,0.5
18/03/2021,06:00,19.8,0,100,119,0.5
18/03/2021,07:00,19.8,0,100,119,0.6
18/03/2021,08:00,22.1,0,98,217,0.6
18/03/2021,09:00,25.2,0,85,308,1
18/03/2021,10:00,27.3,0,73,314,1.2
18/03/2021,11:00,28.2,0,68,288,1.8
18/03/2021,12:00,30.3,0,61,319,1.5
18/03/2021,13:00,31.8,0,55,197,1.4
18/03/2021,14:00,31.8,0,53,280,3.1
18/03/2021,15:00,31.1,0,55,203,3.7
18/03/2021,16:00,29.8,0,58,203,5.5
18/03/2021,17:00,28.6,0,59,196,5.5
18/03/2021,18:00,27,0,60,190,6
18/03/2021,19:00,26,0,59,195,5.3
18/03/2021,20:00,25.2,0,60,163,3.2
18/03/2021,21:00,24.1,0,70,191,2.1
18/03/2021,22:00,23.4,0,78,179,2.4
18/03/2021,23:00,23.5,0,77,187,1.8
19/03/2021,00:00,23.6,0,76,189,1.3
19/03/2021,01:00,22.7,0,81,96,1
19/03/2021,02:00,21.2,0,92,125,1.1
19/03/2021,03:00,21,0,97,146,1.4
19/03/2021,04:00,21.7,0,90,133,0.9
19/03/2021,05:00,21.9,0,87,192,1.1
19/03/2021,06:00,22,0,86,136,0.6
19/03/2021,07:00,21.9,0,89,97,0.6
19/03/2021,08:00,22.6,0,86,76,0.6
19/03/2021,09:00,24.5,0,81,273,0.8
19/03/2021,10:00,26,0,73,0,0.4
19/03/2021,11:00,27.3,0,67,150,0.7
19/03/2021,12:00,28.6,0,61,312,1
19/03/2021,13:00,30,0,58,343,1.1
19/03/2021,14:00,30.7,0,55,346,1.9
19/03/2021,15:00,30.8,0,54,340,1.6
19/03/2021,16:00,31,0,53,331,2.2
19/03/2021,17:00,30.7,0,50,201,4.5
19/03/2021,18:00,28.8,0,52,194,4.9
19/03/2021,19:00,27.4,0,55,192,3.8
19/03/2021,20:00,25.5,0,63,192,1.1
19/03/2021,21:00,25.2,0,66,197,2.7
19/03/2021,22:00,24.1,0,71,180,2.9
19/03/2021,23:00,23.2,0,76,202,2.7
20/03/2021,00:00,22.9,0,77,176,1.5
20/03/2021,01:00,22.3,0,77,118,1.2
20/03/2021,02:00,21.4,0,81,186,1.3
20/03/2021,03:00,20.4,0,86,107,1.2
20/03/2021,04:00,19.5,0,95,54,0.6
20/03/2021,05:00,19.3,0,98,1,S/D
20/03/2021,06:00,18.9,0,100,1,S/D
20/03/2021,07:00,19,0,100,1,S/D
20/03/2021,08:00,20.9,0,99,128,0.8
20/03/2021,09:00,25.3,0,80,24,0.7
20/03/2021,10:00,27.9,0,66,298,0.7
20/03/2021,11:00,29.3,0,58,177,1.2
20/03/2021,12:00,30.7,0,54,299,0.6
20/03/2021,13:00,31.9,0,50,312,1.7
20/03/2021,14:00,33,0,48,303,1.9
20/03/2021,15:00,33.2,0,46,202,4.4
20/03/2021,16:00,31.4,0,50,205,5.7
20/03/2021,17:00,29.6,0,51,203,6.5
20/03/2021,18:00,27.9,0,54,199,5.6
20/03/2021,19:00,26.5,0,57,194,4.7
20/03/2021,20:00,25.3,0,61,165,2.6
20/03/2021,21:00,23.7,0,72,193,2.8
20/03/2021,23:00,22.3,0,80,128,1.4
21/03/2021,00:00,21.3,0,86,112,1.1
21/03/2021,01:00,20.7,0,95,350,0.6
21/03/2021,02:00,20.4,0,98,136,0.6
21/03/2021,03:00,20,0,100,1,S/D
21/03/2021,04:00,20,0,100,1,S/D
21/03/2021,05:00,20.4,0,100,106,0.7
21/03/2021,06:00,21,0,99,166,0.7
21/03/2021,07:00,21,0,97,134,1
21/03/2021,08:00,22.5,0,88,1,S/D
21/03/2021,09:00,25.9,0,75,280,1.2
21/03/2021,10:00,28,0,63,304,1.4
21/03/2021,11:00,29.6,0,56,289,1.3
21/03/2021,12:00,30.8,0,51,212,1.7
21/03/2021,13:00,31.3,0,50,202,2.3
21/03/2021,14:00,31,0,52,201,3
21/03/2021,15:00,30,0,56,205,5.1
21/03/2021,16:00,29.6,0,56,203,4.4
21/03/2021,17:00,28,0,57,203,4.8
21/03/2021,18:00,27.2,0,58,195,4.2
21/03/2021,19:00,26.5,0,62,181,2.2
21/03/2021,20:00,25.1,0,67,186,2.2
21/03/2021,21:00,24.8,0,69,114,1.4
21/03/2021,22:00,23.6,0,75,98,0.9
21/03/2021,23:00,23.4,0,76,95,1.3
22/03/2021,00:00,22,0,84,118,1.3
22/03/2021,01:00,21.7,0,88,73,0.7
22/03/2021,02:00,20.8,0,93,94,0.8
22/03/2021,03:00,20.4,0,99,255,0.6
22/03/2021,04:00,21.2,0,97,85,0.3
22/03/2021,05:00,21.5,0,95,187,0.7
22/03/2021,06:00,20.2,0,97,1,S/D
22/03/2021,07:00,19.7,0,100,131,0.6
22/03/2021,08:00,22.2,0,93,200,0.5
22/03/2021,09:00,26.4,0,74,181,0.8
22/03/2021,10:00,28.2,0,64,177,1.2
22/03/2021,11:00,30,0,56,152,0.9
22/03/2021,12:00,31.5,0,51,223,2.3
22/03/2021,13:00,32.3,0,48,202,2.9
22/03/2021,14:00,32.8,0,48,197,4.4
22/03/2021,15:00,31.3,0,52,206,6
22/03/2021,16:00,30.7,0,51,203,5.9
22/03/2021,17:00,28.9,0,55,206,7.3
22/03/2021,18:00,27.6,0,57,206,5.9
22/03/2021,19:00,27,0,58,196,4.6
22/03/2021,20:00,25.5,0,67,183,3.4
22/03/2021,21:00,24.1,0,75,146,2.1
22/03/2021,22:00,23.5,0,78,193,3.3
22/03/2021,23:00,22.6,0,82,123,1.4
23/03/2021,00:00,21.5,0,90,145,1.3
23/03/2021,01:00,20.7,0,95,109,0.5
23/03/2021,02:00,20.3,0,100,109,0.5
23/03/2021,03:00,20.4,0,99,161,1
23/03/2021,04:00,20,0,100,98,0.9
23/03/2021,05:00,19.8,0,100,98,0.6
